Metrics,estimate,lower,upper,Model,scenario,criteria_fil
NPV,99.6844,98.5507,100.0,Lasso regression,VL at diagnosis,"Vaccination
2 dose"
Precision,12.2107,0.0,50.0,Lasso regression,VL at diagnosis,"Vaccination
2 dose"
Sensitivity,46.3333,0.0,100.0,Lasso regression,VL at diagnosis,"Vaccination
2 dose"
Specificity,92.8293,82.0368,98.7645,Lasso regression,VL at diagnosis,"Vaccination
2 dose"
AUPRC_value,36.2264,0.8765,100.0,Lasso regression,VL at diagnosis,"Vaccination
3 dose"
AUROC_value,87.9294,39.8109,100.0,Lasso regression,VL at diagnosis,"Vaccination
3 dose"
Accuracy,95.6729,86.8403,100.0,Lasso regression,VL at diagnosis,"Vaccination
3 dose"
NPV,99.4484,98.1025,100.0,Lasso regression,VL at diagnosis,"Vaccination
3 dose"
Precision,11.0169,0.0,100.0,Lasso regression,VL at diagnosis,"Vaccination
3 dose"
Sensitivity,23.0,0.0,100.0,Lasso regression,VL at diagnosis,"Vaccination
3 dose"
Specificity,96.1896,86.903,100.0,Lasso regression,VL at diagnosis,"Vaccination
3 dose"
AUPRC_value,44.5993,2.2375,100.0,Ridge regression,VL at diagnosis,"Vaccination
2 dose"
AUROC_value,93.2715,66.8734,100.0,Ridge regression,VL at diagnosis,"Vaccination
2 dose"
Accuracy,93.2689,84.3552,98.8031,Ridge regression,VL at diagnosis,"Vaccination
2 dose"
NPV,99.687,98.5701,100.0,Ridge regression,VL at diagnosis,"Vaccination
2 dose"
Precision,14.1487,0.0,71.0417,Ridge regression,VL at diagnosis,"Vaccination
2 dose"
Sensitivity,46.8333,0.0,100.0,Ridge regression,VL at diagnosis,"Vaccination
2 dose"
Specificity,93.5109,84.2708,98.8442,Ridge regression,VL at diagnosis,"Vaccination
2 dose"
AUPRC_value,36.4203,1.1111,100.0,Ridge regression,VL at diagnosis,"Vaccination
3 dose"
AUROC_value,88.2076,53.75,100.0,Ridge regression,VL at diagnosis,"Vaccination
3 dose"
Accuracy,96.2559,90.1093,100.0,Ridge regression,VL at diagnosis,"Vaccination
3 dose"
NPV,99.4329,98.0927,100.0,Ridge regression,VL at diagnosis,"Vaccination
3 dose"
Precision,10.612,0.0,100.0,Ridge regression,VL at diagnosis,"Vaccination
3 dose"
Sensitivity,21.1667,0.0,100.0,Ridge regression,VL at diagnosis,"Vaccination
3 dose"
Specificity,96.7931,90.1093,100.0,Ridge regression,VL at diagnosis,"Vaccination
3 dose"
AUPRC_value,44.7825,2.2812,100.0,ElasticNet regression,VL at diagnosis,"Vaccination
2 dose"
AUROC_value,93.5044,68.0232,100.0,ElasticNet regression,VL at diagnosis,"Vaccination
2 dose"
Accuracy,93.1446,84.8104,98.7727,ElasticNet regression,VL at diagnosis,"Vaccination
2 dose"
NPV,99.6866,98.5606,100.0,ElasticNet regression,VL at diagnosis,"Vaccination
2 dose"
Precision,13.5223,0.0,58.75,ElasticNet regression,VL at diagnosis,"Vaccination
2 dose"
Sensitivity,46.8333,0.0,100.0,ElasticNet regression,VL at diagnosis,"Vaccination
2 dose"
Specificity,93.3852,84.7163,98.7883,ElasticNet regression,VL at diagnosis,"Vaccination
2 dose"
AUPRC_value,36.249,1.0802,100.0,ElasticNet regression,VL at diagnosis,"Vaccination
3 dose"
AUROC_value,88.0673,52.4257,100.0,ElasticNet regression,VL at diagnosis,"Vaccination
3 dose"
Accuracy,96.2061,89.6838,100.0,ElasticNet regression,VL at diagnosis,"Vaccination
3 dose"
NPV,99.4318,98.0927,100.0,ElasticNet regression,VL at diagnosis,"Vaccination
3 dose"
Precision,10.6598,0.0,100.0,ElasticNet regression,VL at diagnosis,"Vaccination
3 dose"
Sensitivity,21.6667,0.0,100.0,ElasticNet regression,VL at diagnosis,"Vaccination
3 dose"
Specificity,96.7433,89.6838,100.0,ElasticNet regression,VL at diagnosis,"Vaccination
3 dose"
AUPRC_value,52.9456,2.4908,100.0,XGBoost,VL at diagnosis + 2 days,"Vaccination
2 dose"
AUROC_value,94.8401,72.5955,100.0,XGBoost,VL at diagnosis + 2 days,"Vaccination
2 dose"
Accuracy,92.6992,85.4325,99.4207,XGBoost,VL at diagnosis + 2 days,"Vaccination
2 dose"
NPV,99.7071,98.5606,100.0,XGBoost,VL at diagnosis + 2 days,"Vaccination
2 dose"
Precision,11.9878,0.0,58.75,XGBoost,VL at diagnosis + 2 days,"Vaccination
2 dose"
Sensitivity,49.5,0.0,100.0,XGBoost,VL at diagnosis + 2 days,"Vaccination
2 dose"
Specificity,92.9089,85.4325,99.4722,XGBoost,VL at diagnosis + 2 days,"Vaccination
2 dose"
AUPRC_value,39.8445,1.7264,100.0,XGBoost,VL at diagnosis + 2 days,"Vaccination
3 dose"
AUROC_value,91.9573,70.2801,100.0,XGBoost,VL at diagnosis + 2 days,"Vaccination
3 dose"
Accuracy,96.2641,92.181,99.1905,XGBoost,VL at diagnosis + 2 days,"Vaccination
3 dose"
NPV,99.5371,98.1132,100.0,XGBoost,VL at diagnosis + 2 days,"Vaccination
3 dose"
Precision,11.1103,0.0,76.25,XGBoost,VL at diagnosis + 2 days,"Vaccination
3 dose"
Sensitivity,29.8333,0.0,100.0,XGBoost,VL at diagnosis + 2 days,"Vaccination
3 dose"
Specificity,96.6856,92.5562,100.0,XGBoost,VL at diagnosis + 2 days,"Vaccination
3 dose"
AUPRC_value,56.0861,3.078,100.0,LightGBM,VL at diagnosis + 2 days,"Vaccination
2 dose"
AUROC_value,95.4349,74.2216,100.0,LightGBM,VL at diagnosis + 2 days,"Vaccination
2 dose"
Accuracy,91.2197,75.7147,98.7886,LightGBM,VL at diagnosis + 2 days,"Vaccination
2 dose"
NPV,99.7624,98.5915,100.0,LightGBM,VL at diagnosis + 2 days,"Vaccination
2 dose"
Precision,11.8334,0.0,50.0,LightGBM,VL at diagnosis + 2 days,"Vaccination
2 dose"
Sensitivity,51.8333,0.0,100.0,LightGBM,VL at diagnosis + 2 days,"Vaccination
2 dose"
Specificity,91.3634,75.396,98.7811,LightGBM,VL at diagnosis + 2 days,"Vaccination
2 dose"
AUPRC_value,36.7745,1.1406,100.0,LightGBM,VL at diagnosis + 2 days,"Vaccination
3 dose"
AUROC_value,90.731,61.568,100.0,LightGBM,VL at diagnosis + 2 days,"Vaccination
3 dose"
Accuracy,95.0111,82.5538,99.6374,LightGBM,VL at diagnosis + 2 days,"Vaccination
3 dose"
NPV,99.486,98.0827,100.0,LightGBM,VL at diagnosis + 2 days,"Vaccination
3 dose"
Precision,8.5394,0.0,50.0,LightGBM,VL at diagnosis + 2 days,"Vaccination
3 dose"
Sensitivity,26.5,0.0,100.0,LightGBM,VL at diagnosis + 2 days,"Vaccination
3 dose"
Specificity,95.486,82.3965,100.0,LightGBM,VL at diagnosis + 2 days,"Vaccination
3 dose"
AUPRC_value,49.8388,2.4375,100.0,Random Forest,VL at diagnosis + 2 days,"Vaccination
2 dose"
AUROC_value,95.1054,71.7759,100.0,Random Forest,VL at diagnosis + 2 days,"Vaccination
2 dose"
Accuracy,93.6888,85.284,100.0,Random Forest,VL at diagnosis + 2 days,"Vaccination
2 dose"
NPV,99.6837,98.5179,100.0,Random Forest,VL at diagnosis + 2 days,"Vaccination
2 dose"
Precision,14.3007,0.0,88.125,Random Forest,VL at diagnosis + 2 days,"Vaccination
2 dose"
Sensitivity,47.5,0.0,100.0,Random Forest,VL at diagnosis + 2 days,"Vaccination
2 dose"
Specificity,93.9364,85.108,100.0,Random Forest,VL at diagnosis + 2 days,"Vaccination
2 dose"
AUPRC_value,36.7624,1.6667,100.0,Random Forest,VL at diagnosis + 2 days,"Vaccination
3 dose"
AUROC_value,92.7153,75.2184,100.0,Random Forest,VL at diagnosis + 2 days,"Vaccination
3 dose"
Accuracy,96.5483,89.6695,100.0,Random Forest,VL at diagnosis + 2 days,"Vaccination
3 dose"
NPV,99.3973,98.0927,100.0,Random Forest,VL at diagnosis + 2 days,"Vaccination
3 dose"
Precision,10.0825,0.0,100.0,Random Forest,VL at diagnosis + 2 days,"Vaccination
3 dose"
Sensitivity,17.5,0.0,100.0,Random Forest,VL at diagnosis + 2 days,"Vaccination
3 dose"
Specificity,97.1214,90.0937,100.0,Random Forest,VL at diagnosis + 2 days,"Vaccination
3 dose"
AUPRC_value,46.3304,2.6471,100.0,Lasso regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
AUROC_value,94.7665,74.2516,100.0,Lasso regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
Accuracy,92.219,82.0368,98.7104,Lasso regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
NPV,99.6959,98.5507,100.0,Lasso regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
Precision,12.6807,0.0,50.0,Lasso regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
Sensitivity,47.8333,0.0,100.0,Lasso regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
Specificity,92.4407,82.0368,98.7737,Lasso regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
AUPRC_value,35.2142,1.2619,100.0,Lasso regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
AUROC_value,90.6867,55.0072,100.0,Lasso regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
Accuracy,95.349,88.294,99.1706,Lasso regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
NPV,99.4302,98.1025,100.0,Lasso regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
Precision,7.6025,0.0,50.0,Lasso regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
Sensitivity,21.5,0.0,100.0,Lasso regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
Specificity,95.8811,88.294,100.0,Lasso regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
AUPRC_value,48.4318,3.0089,100.0,Ridge regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
AUROC_value,95.365,76.4878,100.0,Ridge regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
Accuracy,92.8262,84.3237,98.7104,Ridge regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
NPV,99.7094,98.5606,100.0,Ridge regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
Precision,13.9718,0.0,55.25,Ridge regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
Sensitivity,48.8333,0.0,100.0,Ridge regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
Specificity,93.0397,84.2358,98.7342,Ridge regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
AUPRC_value,37.1617,1.7241,100.0,Ridge regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
AUROC_value,92.1421,72.1737,100.0,Ridge regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
Accuracy,96.0108,90.322,99.6318,Ridge regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
NPV,99.4513,98.1025,100.0,Ridge regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
Precision,10.1883,0.0,76.25,Ridge regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
Sensitivity,22.5,0.0,100.0,Ridge regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
Specificity,96.5284,90.678,100.0,Ridge regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
AUPRC_value,49.1953,3.0089,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
AUROC_value,95.361,76.4878,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
Accuracy,92.6356,84.1456,98.7104,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
NPV,99.7088,98.5606,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
Precision,13.7691,0.0,55.25,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
Sensitivity,48.8333,0.0,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
Specificity,92.8468,84.1325,98.7342,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
2 dose"
AUPRC_value,37.0686,1.612,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
AUROC_value,91.7451,70.0925,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
Accuracy,95.8981,90.1261,99.2068,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
NPV,99.442,98.1025,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
Precision,9.1173,0.0,50.0,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
Sensitivity,21.5,0.0,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
Specificity,96.4234,90.4614,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Vaccination
3 dose"
