Model,Metric,Comparison,Mean,Lower,Upper
Random Forest,AUPRC value,S2 - S3,-0.04953841732731821,-0.26087596708295724,0.13962665463510007
Random Forest,AUPRC value,S2 - S4,-0.06641719906223216,-0.2909473395018561,0.1368897596702517
Random Forest,AUPRC value,S2 - S5,-0.07647764633373114,-0.27326100826391647,0.14410958482253902
Random Forest,AUPRC value,S3 - S1,0.04690969982381886,-0.13630339566871566,0.25226237259631273
Random Forest,AUPRC value,S3 - S2,0.04953841732731821,-0.13962665463510027,0.26087596708295685
Random Forest,AUPRC value,S3 - S3,0.0,0.0,0.0
Random Forest,AUPRC value,S3 - S4,-0.016878781734913945,-0.15479476740375842,0.09197569303579517
Random Forest,AUPRC value,S3 - S5,-0.026939229006412907,-0.174739914987681,0.10917561154510289
Random Forest,AUPRC value,S4 - S1,0.0637884815587328,-0.13257959015884982,0.2796475733495469
Random Forest,AUPRC value,S4 - S2,0.06641719906223216,-0.1368897596702518,0.2909473395018561
Random Forest,AUPRC value,S4 - S3,0.016878781734913945,-0.09197569303579524,0.15479476740375836
Random Forest,AUPRC value,S4 - S4,0.0,0.0,0.0
Random Forest,AUPRC value,S4 - S5,-0.01006044727149896,-0.12416157514709493,0.09172598200948143
Random Forest,AUPRC value,S5 - S1,0.07384892883023177,-0.16583791818938062,0.3436703196065614
Random Forest,AUPRC value,S5 - S2,0.07647764633373114,-0.14410958482253913,0.27326100826391636
Random Forest,AUPRC value,S5 - S3,0.026939229006412907,-0.10917561154510301,0.174739914987681
Random Forest,AUPRC value,S5 - S4,0.01006044727149896,-0.09172598200948143,0.12416157514709492
Random Forest,AUPRC value,S5 - S5,0.0,0.0,0.0
Random Forest,AUROC value,S1 - S1,0.0,0.0,0.0
Random Forest,AUROC value,S1 - S2,0.0024080996884735073,-0.01045171339563868,0.022133956386292855
Random Forest,AUROC value,S1 - S3,-0.00841744548286605,-0.030404984423675986,0.014820872274143266
Random Forest,AUROC value,S1 - S4,-0.01176791277258567,-0.03617601246105916,0.014968847352024925
Random Forest,AUROC value,S1 - S5,-0.015736760124610595,-0.046767912772585726,0.01359034267912767
Random Forest,AUROC value,S2 - S1,-0.0024080996884735073,-0.022133956386292862,0.010451713395638674
Random Forest,AUROC value,S2 - S2,0.0,0.0,0.0
Random Forest,AUROC value,S2 - S3,-0.010825545171339556,-0.042231308411214974,0.011764018691588721
Random Forest,AUROC value,S2 - S4,-0.014176012461059175,-0.04103582554517135,0.01131230529595008
Random Forest,AUROC value,S2 - S5,-0.018144859813084103,-0.042531152647974975,0.0069976635514018585
Random Forest,AUROC value,S3 - S1,0.00841744548286605,-0.014820872274143273,0.030404984423675976
Random Forest,AUROC value,S3 - S2,0.010825545171339556,-0.011764018691588723,0.042231308411214946
Random Forest,AUROC value,S3 - S3,0.0,0.0,0.0
Random Forest,AUROC value,S3 - S4,-0.0033504672897196174,-0.029719626168224246,0.012239096573208718
Random Forest,AUROC value,S3 - S5,-0.007319314641744545,-0.03974299065420552,0.014704049844236787
Random Forest,AUROC value,S4 - S1,0.01176791277258567,-0.01496884735202493,0.03617601246105914
Random Forest,AUROC value,S4 - S2,0.014176012461059175,-0.011312305295950087,0.04103582554517133
Random Forest,AUROC value,S4 - S3,0.0033504672897196174,-0.012239096573208721,0.0297196261682242
Random Forest,AUROC value,S4 - S4,0.0,0.0,0.0
Random Forest,AUROC value,S4 - S5,-0.003968847352024928,-0.03317757009345802,0.0054750778816199585
Random Forest,AUROC value,S5 - S1,0.015736760124610595,-0.013590342679127737,0.04676791277258571
Random Forest,AUROC value,S5 - S2,0.018144859813084103,-0.00699766355140188,0.042531152647974975
Random Forest,AUROC value,S5 - S3,0.007319314641744545,-0.014704049844236807,0.039742990654205515
Random Forest,AUROC value,S5 - S4,0.003968847352024928,-0.005475077881619966,0.03317757009345797
Random Forest,AUROC value,S5 - S5,0.0,0.0,0.0
Random Forest,Accuracy,S1 - S1,0.0,0.0,0.0
Random Forest,Accuracy,S1 - S2,-0.008247734138972807,-0.042296072507552906,0.01812688821752273
Random Forest,Accuracy,S1 - S3,-0.01806646525679758,-0.062009063444108746,0.018277945619335313
Random Forest,Accuracy,S1 - S4,-0.018429003021148038,-0.06042296072507558,0.022734138972809674
Random Forest,Accuracy,S1 - S5,-0.021419939577039276,-0.0650302114803625,0.020015105740181144
Random Forest,Accuracy,S2 - S1,0.008247734138972807,-0.01812688821752273,0.042296072507552906
Random Forest,Accuracy,S2 - S2,0.0,0.0,0.0
Random Forest,Accuracy,S2 - S3,-0.009818731117824778,-0.04229607250755296,0.01812688821752262
Random Forest,Accuracy,S2 - S4,-0.010181268882175232,-0.04086102719033232,0.02114803625377648
Random Forest,Accuracy,S2 - S5,-0.013172205438066466,-0.04388217522658612,0.015105740181268926
Random Forest,Accuracy,S3 - S1,0.01806646525679758,-0.018277945619335365,0.062009063444108725
Random Forest,Accuracy,S3 - S2,0.009818731117824778,-0.01812688821752262,0.04229607250755296
Random Forest,Accuracy,S3 - S3,0.0,0.0,0.0
Random Forest,Accuracy,S3 - S4,-0.00036253776435045236,-0.024169184290030232,0.024169184290030232
Random Forest,Accuracy,S3 - S5,-0.003353474320241685,-0.028776435045317204,0.02114803625377648
Random Forest,Accuracy,S4 - S1,0.018429003021148038,-0.022734138972809702,0.06042296072507558
Random Forest,Accuracy,S4 - S2,0.010181268882175232,-0.02114803625377648,0.04086102719033229
Random Forest,Accuracy,S4 - S3,0.00036253776435045236,-0.024169184290030232,0.024169184290030232
Random Forest,Accuracy,S4 - S4,0.0,0.0,0.0
Random Forest,Accuracy,S4 - S5,-0.002990936555891233,-0.015105740181268867,0.010649546827794558
Random Forest,Accuracy,S5 - S1,0.021419939577039276,-0.02001510574018127,0.06503021148036248
Random Forest,Accuracy,S5 - S2,0.013172205438066466,-0.015105740181268926,0.0438821752265861
Random Forest,Accuracy,S5 - S3,0.003353474320241685,-0.02114803625377648,0.028776435045317177
Random Forest,Accuracy,S5 - S4,0.002990936555891233,-0.010649546827794584,0.015105740181268867
Random Forest,Accuracy,S5 - S5,0.0,0.0,0.0
Random Forest,NPV,S1 - S1,0.0,0.0,0.0
Random Forest,NPV,S1 - S2,0.0007850130669758782,-0.001960274779819157,0.0037692220131079687
Random Forest,NPV,S1 - S3,-2.3726185807582122e-06,-0.00664143240230195,0.0036261665323010484
Random Forest,NPV,S1 - S4,0.00010189616467678797,-0.006523033969288025,0.006461992591323639
Random Forest,NPV,S1 - S5,1.7444088031276507e-05,-0.006577790471034442,0.006331378544964854
Random Forest,NPV,S2 - S1,-0.0007850130669758782,-0.00376922201310797,0.00196027477981913
Random Forest,NPV,S2 - S2,0.0,0.0,0.0
Random Forest,NPV,S2 - S3,-0.0007873856855566363,-0.006597778813296001,0.0032826428254736605
Random Forest,NPV,S2 - S4,-0.0006831169022990902,-0.006585654342461255,0.004976071309808917
Random Forest,NPV,S2 - S5,-0.0007675689789446016,-0.006621660703267302,0.0036532809092148302
Random Forest,NPV,S3 - S1,2.3726185807582122e-06,-0.0036261665323010506,0.006641432402301949
Random Forest,NPV,S3 - S2,0.0007873856855566363,-0.0032826428254736613,0.006597778813296001
Random Forest,NPV,S3 - S3,0.0,0.0,0.0
Random Forest,NPV,S3 - S4,0.00010426878325754618,-0.0034248740557877994,0.0050437979521799955
Random Forest,NPV,S3 - S5,1.9816706612034718e-05,-0.003401936191144117,0.005006649881272769
Random Forest,NPV,S4 - S1,-0.00010189616467678797,-0.00646199259132364,0.006523033969288025
Random Forest,NPV,S4 - S2,0.0006831169022990902,-0.0049760713098089375,0.006585654342461255
Random Forest,NPV,S4 - S3,-0.00010426878325754618,-0.005043797952180018,0.0034248740557877994
Random Forest,NPV,S4 - S4,0.0,0.0,0.0
Random Forest,NPV,S4 - S5,-8.445207664551147e-05,-0.0033861328609430833,0.0033051763533844974
Random Forest,NPV,S5 - S1,-1.7444088031276507e-05,-0.006331378544964855,0.0065777904710344415
Random Forest,NPV,S5 - S2,0.0007675689789446016,-0.0036532809092148315,0.006621660703267301
Random Forest,NPV,S5 - S3,-1.9816706612034718e-05,-0.005006649881272793,0.003401936191144117
Random Forest,NPV,S5 - S4,8.445207664551147e-05,-0.003305176353384498,0.003386132860943083
Random Forest,NPV,S5 - S5,0.0,0.0,0.0
Random Forest,Precision,S1 - S1,0.0,0.0,0.0
Random Forest,Precision,S1 - S2,-0.005640200662057089,-0.043062757050528803,0.045833333333333295
Random Forest,Precision,S1 - S3,-0.022674070374421863,-0.08718552934503353,0.04087499999999991
Random Forest,Precision,S1 - S4,-0.02090892501048725,-0.08768853695324284,0.04242991056071548
Random Forest,Precision,S1 - S5,-0.026351109415815928,-0.09028021750286189,0.04116293074606884
Random Forest,Precision,S2 - S1,0.005640200662057089,-0.04583333333333333,0.04306275705052879
Random Forest,Precision,S2 - S2,0.0,0.0,0.0
Random Forest,Precision,S2 - S3,-0.017033869712364768,-0.08571969696969696,0.033229723707664846
Random Forest,Precision,S2 - S4,-0.015268724348430159,-0.07252819967347747,0.03877393980848149
Random Forest,Precision,S2 - S5,-0.020710908753758837,-0.07649015067619717,0.024509878920968627
Random Forest,Precision,S3 - S1,0.022674070374421863,-0.040874999999999995,0.08718552934503353
Random Forest,Precision,S3 - S2,0.017033869712364768,-0.03322972370766489,0.08571969696969693
Random Forest,Precision,S3 - S3,0.0,0.0,0.0
Random Forest,Precision,S3 - S4,0.0017651453639346104,-0.03493703007518797,0.04872991714813809
Random Forest,Precision,S3 - S5,-0.0036770390413940683,-0.04907282282282283,0.038770325203251986
Random Forest,Precision,S4 - S1,0.02090892501048725,-0.04242991056071551,0.08768853695324277
Random Forest,Precision,S4 - S2,0.015268724348430159,-0.038773939808481525,0.07252819967347744
Random Forest,Precision,S4 - S3,-0.0017651453639346104,-0.048729917148138104,0.034937030075187954
Random Forest,Precision,S4 - S4,0.0,0.0,0.0
Random Forest,Precision,S4 - S5,-0.0054421844053286796,-0.031636904761904776,0.01842404657622045
Random Forest,Precision,S5 - S1,0.026351109415815928,-0.04116293074606892,0.09028021750286183
Random Forest,Precision,S5 - S2,0.020710908753758837,-0.02450987892096863,0.07649015067619712
Random Forest,Precision,S5 - S3,0.0036770390413940683,-0.038770325203252035,0.04907282282282281
Random Forest,Precision,S5 - S4,0.0054421844053286796,-0.018424046576220484,0.03163690476190474
Random Forest,Precision,S5 - S5,0.0,0.0,0.0
Random Forest,Sensitivity,S1 - S1,0.0,0.0,0.0
Random Forest,Sensitivity,S1 - S2,0.024000000000000004,-0.05249999999999998,0.10000000000000009
Random Forest,Sensitivity,S1 - S3,0.0030000000000000005,-0.2,0.10000000000000009
Random Forest,Sensitivity,S1 - S4,0.006000000000000001,-0.2,0.20000000000000007
Random Forest,Sensitivity,S1 - S5,0.004000000000000001,-0.2,0.20000000000000007
Random Forest,Sensitivity,S2 - S1,-0.024000000000000004,-0.10000000000000009,0.05249999999999914
Random Forest,Sensitivity,S2 - S2,0.0,0.0,0.0
Random Forest,Sensitivity,S2 - S3,-0.021000000000000005,-0.20000000000000007,0.09999999999999998
Random Forest,Sensitivity,S2 - S4,-0.018000000000000006,-0.20000000000000007,0.15249999999999916
Random Forest,Sensitivity,S2 - S5,-0.02,-0.20000000000000007,0.10000000000000009
Random Forest,Sensitivity,S3 - S1,-0.0030000000000000005,-0.10000000000000009,0.2
Random Forest,Sensitivity,S3 - S2,0.021000000000000005,-0.09999999999999998,0.20000000000000007
Random Forest,Sensitivity,S3 - S3,0.0,0.0,0.0
Random Forest,Sensitivity,S3 - S4,0.0030000000000000005,-0.10000000000000009,0.15249999999999916
Random Forest,Sensitivity,S3 - S5,0.0010000000000000009,-0.10000000000000009,0.15249999999999916
Random Forest,Sensitivity,S4 - S1,-0.006000000000000001,-0.20000000000000007,0.2
Random Forest,Sensitivity,S4 - S2,0.018000000000000006,-0.15250000000000002,0.20000000000000007
Random Forest,Sensitivity,S4 - S3,-0.0030000000000000005,-0.15250000000000002,0.10000000000000009
Random Forest,Sensitivity,S4 - S4,0.0,0.0,0.0
Random Forest,Sensitivity,S4 - S5,-0.0019999999999999996,-0.09999999999999998,0.09999999999999998
Random Forest,Sensitivity,S5 - S1,-0.004000000000000001,-0.20000000000000007,0.2
Random Forest,Sensitivity,S5 - S2,0.02,-0.10000000000000009,0.20000000000000007
Random Forest,Sensitivity,S5 - S3,-0.0010000000000000009,-0.15250000000000002,0.10000000000000009
Random Forest,Sensitivity,S5 - S4,0.0019999999999999996,-0.09999999999999998,0.09999999999999998
Random Forest,Sensitivity,S5 - S5,0.0,0.0,0.0
Random Forest,Specificity,S1 - S1,0.0,0.0,0.0
Random Forest,Specificity,S1 - S2,-0.009252336448598132,-0.04524922118380063,0.01869158878504673
Random Forest,Specificity,S1 - S3,-0.018722741433021814,-0.06542056074766356,0.01884735202492207
Random Forest,Specificity,S1 - S4,-0.01919003115264798,-0.06230529595015577,0.023442367601246083
Random Forest,Specificity,S1 - S5,-0.02221183800623053,-0.06853582554517135,0.022274143302180527
Random Forest,Specificity,S2 - S1,0.009252336448598132,-0.01869158878504673,0.0452492211838006
Random Forest,Specificity,S2 - S2,0.0,0.0,0.0
Random Forest,Specificity,S2 - S3,-0.009470404984423676,-0.04361370716510904,0.01869158878504673
Random Forest,Specificity,S2 - S4,-0.009937694704049845,-0.04049844236760125,0.023442367601246083
Random Forest,Specificity,S2 - S5,-0.0129595015576324,-0.04524922118380063,0.014096573208722717
Random Forest,Specificity,S3 - S1,0.018722741433021814,-0.01884735202492212,0.06542056074766356
Random Forest,Specificity,S3 - S2,0.009470404984423676,-0.01869158878504673,0.04361370716510904
Random Forest,Specificity,S3 - S3,0.0,0.0,0.0
Random Forest,Specificity,S3 - S4,-0.0004672897196261683,-0.024922118380062308,0.024922118380062308
Random Forest,Specificity,S3 - S5,-0.0034890965732087232,-0.029672897196261684,0.02180685358255452
Random Forest,Specificity,S4 - S1,0.01919003115264798,-0.023442367601246107,0.06230529595015577
Random Forest,Specificity,S4 - S2,0.009937694704049845,-0.023442367601246107,0.04049844236760125
Random Forest,Specificity,S4 - S3,0.0004672897196261683,-0.024922118380062308,0.024922118380062308
Random Forest,Specificity,S4 - S4,0.0,0.0,0.0
Random Forest,Specificity,S4 - S5,-0.003021806853582555,-0.015576323987538943,0.010981308411214929
Random Forest,Specificity,S5 - S1,0.02221183800623053,-0.022274143302180686,0.06853582554517135
Random Forest,Specificity,S5 - S2,0.0129595015576324,-0.014096573208722743,0.0452492211838006
Random Forest,Specificity,S5 - S3,0.0034890965732087232,-0.02180685358255452,0.02967289719626166
Random Forest,Specificity,S5 - S4,0.003021806853582555,-0.010981308411214955,0.015576323987538943
Random Forest,Specificity,S5 - S5,0.0,0.0,0.0
Ridge regression,AUPRC value,S1 - S1,0.0,0.0,0.0
Ridge regression,AUPRC value,S1 - S2,-0.006836870317233273,-0.17652207570256073,0.12173678337559506
Ridge regression,AUPRC value,S1 - S3,-0.04644408130111421,-0.24600067302172712,0.10914369960040897
Ridge regression,AUPRC value,S1 - S4,-0.0488581448467743,-0.24077608124921027,0.11970639767521665
Ridge regression,AUPRC value,S1 - S5,-0.062201664312841076,-0.28214088426018197,0.13659925964151753
Ridge regression,AUPRC value,S2 - S1,0.006836870317233273,-0.12173678337559511,0.1765220757025607
Ridge regression,AUPRC value,S2 - S2,0.0,0.0,0.0
Ridge regression,AUPRC value,S2 - S3,-0.03960721098388094,-0.24195948436750672,0.126342297357775
Ridge regression,AUPRC value,S2 - S4,-0.04202127452954103,-0.2541552168694484,0.15086465799035187
Ridge regression,AUPRC value,S2 - S5,-0.05536479399560781,-0.31252166973465895,0.1538624202679989
Ridge regression,AUPRC value,S3 - S1,0.04644408130111421,-0.10914369960040904,0.2460006730217264
Ridge regression,AUPRC value,S3 - S2,0.03960721098388094,-0.12634229735777508,0.2419594843675065
Ridge regression,AUPRC value,S3 - S3,0.0,0.0,0.0
Ridge regression,AUPRC value,S3 - S4,-0.002414063545660097,-0.10809874335965644,0.14764324321950537
Ridge regression,AUPRC value,S3 - S5,-0.015757583011726865,-0.1385682487760073,0.12650035796094683
Ridge regression,AUPRC value,S4 - S1,0.0488581448467743,-0.11970639767521699,0.24077608124921002
Ridge regression,AUPRC value,S4 - S2,0.04202127452954103,-0.15086465799035212,0.2541552168694481
Ridge regression,AUPRC value,S4 - S3,0.002414063545660097,-0.14764324321950545,0.1080987433596563
Ridge regression,AUPRC value,S4 - S4,0.0,0.0,0.0
Ridge regression,AUPRC value,S4 - S5,-0.013343519466066768,-0.11824421127177531,0.04955605650534816
Ridge regression,AUPRC value,S5 - S1,0.062201664312841076,-0.1365992596415177,0.2821408842601819
Ridge regression,AUPRC value,S5 - S2,0.05536479399560781,-0.15386242026799912,0.3125216697346587
Ridge regression,AUPRC value,S5 - S3,0.015757583011726865,-0.12650035796094694,0.13856824877600718
Ridge regression,AUPRC value,S5 - S4,0.013343519466066768,-0.04955605650534822,0.11824421127177531
Ridge regression,AUPRC value,S5 - S5,0.0,0.0,0.0
Ridge regression,AUROC value,S1 - S1,0.0,0.0,0.0
Ridge regression,AUROC value,S1 - S2,0.0009828660436137237,-0.007278037383177546,0.013025700934579458
Ridge regression,AUROC value,S1 - S3,-0.0073785046728971895,-0.04280763239875385,0.0431035825545171
Ridge regression,AUROC value,S1 - S4,-0.009244548286604344,-0.0546183800623053,0.07528426791277246
Ridge regression,AUROC value,S1 - S5,-0.011054517133956377,-0.06056853582554515,0.07573208722741426
Ridge regression,AUROC value,S2 - S1,-0.0009828660436137237,-0.013025700934579465,0.007278037383177534
Ridge regression,AUROC value,S2 - S2,0.0,0.0,0.0
Ridge regression,AUROC value,S2 - S3,-0.008361370716510913,-0.04821651090342681,0.03665887850467286
Ridge regression,AUROC value,S2 - S4,-0.010227414330218067,-0.05679127725856703,0.06852024922118363
Ridge regression,AUROC value,S2 - S5,-0.0120373831775701,-0.06533489096573206,0.06855919003115254
Ridge regression,AUROC value,S3 - S1,0.0073785046728971895,-0.043103582554517114,0.042807632398753834
Ridge regression,AUROC value,S3 - S2,0.008361370716510913,-0.03665887850467288,0.04821651090342678
Ridge regression,AUROC value,S3 - S3,0.0,0.0,0.0
Ridge regression,AUROC value,S3 - S4,-0.0018660436137071556,-0.034112149532710266,0.033691588785046675
Ridge regression,AUROC value,S3 - S5,-0.0036760124610591884,-0.04285825545171337,0.04088785046728972
Ridge regression,AUROC value,S4 - S1,0.009244548286604344,-0.07528426791277261,0.054618380062305266
Ridge regression,AUROC value,S4 - S2,0.010227414330218067,-0.06852024922118373,0.056791277258566995
Ridge regression,AUROC value,S4 - S3,0.0018660436137071556,-0.03369158878504669,0.03411214953271021
Ridge regression,AUROC value,S4 - S4,0.0,0.0,0.0
Ridge regression,AUROC value,S4 - S5,-0.0018099688473520326,-0.012951713395638748,0.00921339563862918
Ridge regression,AUROC value,S5 - S1,0.011054517133956377,-0.07573208722741438,0.06056853582554511
Ridge regression,AUROC value,S5 - S2,0.0120373831775701,-0.06855919003115261,0.06533489096573203
Ridge regression,AUROC value,S5 - S3,0.0036760124610591884,-0.04088785046728974,0.042858255451713366
Ridge regression,AUROC value,S5 - S4,0.0018099688473520326,-0.009213395638629187,0.012951713395638739
Ridge regression,AUROC value,S5 - S5,0.0,0.0,0.0
Ridge regression,Accuracy,S1 - S1,0.0,0.0,0.0
Ridge regression,Accuracy,S1 - S2,-0.0002416918429003001,-0.02432024169184292,0.016691842900302113
Ridge regression,Accuracy,S1 - S3,-0.007129909365558909,-0.04388217522658607,0.025755287009063425
Ridge regression,Accuracy,S1 - S4,-0.009758308157099696,-0.0392749244712991,0.025755287009063484
Ridge regression,Accuracy,S1 - S5,-0.012054380664652564,-0.04690332326283988,0.02590634441087606
Ridge regression,Accuracy,S2 - S1,0.0002416918429003001,-0.01669184290030214,0.024320241691842867
Ridge regression,Accuracy,S2 - S2,0.0,0.0,0.0
Ridge regression,Accuracy,S2 - S3,-0.0068882175226586085,-0.04229607250755285,0.019712990936555812
Ridge regression,Accuracy,S2 - S4,-0.009516616314199396,-0.037839879154078514,0.01812688821752262
Ridge regression,Accuracy,S2 - S5,-0.011812688821752263,-0.04388217522658607,0.01812688821752262
Ridge regression,Accuracy,S3 - S1,0.007129909365558909,-0.025755287009063453,0.043882175226586044
Ridge regression,Accuracy,S3 - S2,0.0068882175226586085,-0.01971299093655584,0.04229607250755285
Ridge regression,Accuracy,S3 - S3,0.0,0.0,0.0
Ridge regression,Accuracy,S3 - S4,-0.002628398791540788,-0.01812688821752262,0.01367069486404831
Ridge regression,Accuracy,S3 - S5,-0.004924471299093655,-0.024169184290030232,0.012084592145015116
Ridge regression,Accuracy,S4 - S1,0.009758308157099696,-0.02575528700906351,0.0392749244712991
Ridge regression,Accuracy,S4 - S2,0.009516616314199396,-0.01812688821752262,0.03783987915407849
Ridge regression,Accuracy,S4 - S3,0.002628398791540788,-0.013670694864048335,0.01812688821752262
Ridge regression,Accuracy,S4 - S4,0.0,0.0,0.0
Ridge regression,Accuracy,S4 - S5,-0.0022960725075528666,-0.012084592145015116,0.009063444108761365
Ridge regression,Accuracy,S5 - S1,0.012054380664652564,-0.025906344410876136,0.04690332326283986
Ridge regression,Accuracy,S5 - S2,0.011812688821752263,-0.01812688821752262,0.043882175226586044
Ridge regression,Accuracy,S5 - S3,0.004924471299093655,-0.012084592145015116,0.024169184290030232
Ridge regression,Accuracy,S5 - S4,0.0022960725075528666,-0.009063444108761365,0.012084592145015116
Ridge regression,Accuracy,S5 - S5,0.0,0.0,0.0
Ridge regression,NPV,S1 - S1,0.0,0.0,0.0
Ridge regression,NPV,S1 - S2,0.00019536190390583518,-0.003364124871731394,0.0034568963531758138
Ridge regression,NPV,S1 - S3,0.00030995327132024797,-0.0040462499951370665,0.006859135828620314
Ridge regression,NPV,S1 - S4,0.0001574411792868824,-0.006850568241793023,0.005285968534077543
Ridge regression,NPV,S1 - S5,3.7052627676092963e-06,-0.006850568241793023,0.005244919995981612
Ridge regression,NPV,S2 - S1,-0.00019536190390583518,-0.0034568963531758146,0.003364124871731394
Ridge regression,NPV,S2 - S2,0.0,0.0,0.0
Ridge regression,NPV,S2 - S3,0.00011459136741441278,-0.005582114793468207,0.006997693795566096
Ridge regression,NPV,S2 - S4,-3.7920724618952795e-05,-0.0068502721901289145,0.006960072595281324
Ridge regression,NPV,S2 - S5,-0.00019165664113822588,-0.006850568241793023,0.006714170169042098
Ridge regression,NPV,S3 - S1,-0.00030995327132024797,-0.006859135828620316,0.004046249995137065
Ridge regression,NPV,S3 - S2,-0.00011459136741441278,-0.006997693795566096,0.0055821147934681835
Ridge regression,NPV,S3 - S3,0.0,0.0,0.0
Ridge regression,NPV,S3 - S4,-0.00015251209203336557,-0.005340267580091804,0.006713586209319983
Ridge regression,NPV,S3 - S5,-0.0003062480085526387,-0.007037003606933659,0.006925282215917648
Ridge regression,NPV,S4 - S1,-0.0001574411792868824,-0.005285968534077567,0.006850568241793023
Ridge regression,NPV,S4 - S2,3.7920724618952795e-05,-0.0069600725952813245,0.006850272190128914
Ridge regression,NPV,S4 - S3,0.00015251209203336557,-0.0067135862093199855,0.005340267580091776
Ridge regression,NPV,S4 - S4,0.0,0.0,0.0
Ridge regression,NPV,S4 - S5,-0.0001537359165192731,-0.003546504551378113,0.00342533191642964
Ridge regression,NPV,S5 - S1,-3.7052627676092963e-06,-0.005244919995981636,0.006850568241793023
Ridge regression,NPV,S5 - S2,0.00019165664113822588,-0.0067141701690421,0.006850568241793023
Ridge regression,NPV,S5 - S3,0.0003062480085526387,-0.00692528221591765,0.007037003606933659
Ridge regression,NPV,S5 - S4,0.0001537359165192731,-0.0034253319164296416,0.0035465045513781127
Ridge regression,NPV,S5 - S5,0.0,0.0,0.0
Ridge regression,Precision,S1 - S1,0.0,0.0,0.0
Ridge regression,Precision,S1 - S2,0.0013086015014863112,-0.02217700308795408,0.028899886877827987
Ridge regression,Precision,S1 - S3,-0.006389332499588968,-0.06743689444161143,0.044249011857707396
Ridge regression,Precision,S1 - S4,-0.010488834202878472,-0.05397405660377359,0.04174621212121212
Ridge regression,Precision,S1 - S5,-0.014136343708744536,-0.0589473164399797,0.04170223577235773
Ridge regression,Precision,S2 - S1,-0.0013086015014863112,-0.02889988687782805,0.02217700308795407
Ridge regression,Precision,S2 - S2,0.0,0.0,0.0
Ridge regression,Precision,S2 - S3,-0.00769793400107528,-0.07197768523240224,0.030092788971367926
Ridge regression,Precision,S2 - S4,-0.01179743570436478,-0.06160633484162896,0.03276422159400883
Ridge regression,Precision,S2 - S5,-0.01544494521023085,-0.06542817392208873,0.03088312777743111
Ridge regression,Precision,S3 - S1,0.006389332499588968,-0.04424901185770752,0.06743689444161133
Ridge regression,Precision,S3 - S2,0.00769793400107528,-0.030092788971367985,0.07197768523240221
Ridge regression,Precision,S3 - S3,0.0,0.0,0.0
Ridge regression,Precision,S3 - S4,-0.004099501703289502,-0.03609268707482993,0.0302109496626881
Ridge regression,Precision,S3 - S5,-0.0077470112091555686,-0.04772912598074488,0.033142415923129685
Ridge regression,Precision,S4 - S1,0.010488834202878472,-0.04174621212121213,0.05397405660377357
Ridge regression,Precision,S4 - S2,0.01179743570436478,-0.03276422159400884,0.061606334841628835
Ridge regression,Precision,S4 - S3,0.004099501703289502,-0.030210949662688117,0.036092687074829835
Ridge regression,Precision,S4 - S4,0.0,0.0,0.0
Ridge regression,Precision,S4 - S5,-0.003647509505866068,-0.02562337421033074,0.013329880484379268
Ridge regression,Precision,S5 - S1,0.014136343708744536,-0.04170223577235773,0.05894731643997967
Ridge regression,Precision,S5 - S2,0.01544494521023085,-0.030883127777431144,0.06542817392208868
Ridge regression,Precision,S5 - S3,0.0077470112091555686,-0.03314241592312972,0.04772912598074484
Ridge regression,Precision,S5 - S4,0.003647509505866068,-0.013329880484379268,0.02562337421033074
Ridge regression,Precision,S5 - S5,0.0,0.0,0.0
Ridge regression,Sensitivity,S1 - S1,0.0,0.0,0.0
Ridge regression,Sensitivity,S1 - S2,0.006,-0.09999999999999998,0.10000000000000003
Ridge regression,Sensitivity,S1 - S3,0.009999999999999997,-0.10000000000000009,0.20000000000000007
Ridge regression,Sensitivity,S1 - S4,0.0059999999999999975,-0.20000000000000007,0.15249999999999922
Ridge regression,Sensitivity,S1 - S5,0.0019999999999999953,-0.20000000000000007,0.15249999999999916
Ridge regression,Sensitivity,S2 - S1,-0.006,-0.10000000000000003,0.09999999999999998
Ridge regression,Sensitivity,S2 - S2,0.0,0.0,0.0
Ridge regression,Sensitivity,S2 - S3,0.004,-0.15250000000000008,0.20000000000000007
Ridge regression,Sensitivity,S2 - S4,-2.220446049250313e-18,-0.20000000000000007,0.2
Ridge regression,Sensitivity,S2 - S5,-0.004000000000000004,-0.20000000000000007,0.19999999999999996
Ridge regression,Sensitivity,S3 - S1,-0.009999999999999997,-0.20000000000000007,0.10000000000000009
Ridge regression,Sensitivity,S3 - S2,-0.004,-0.20000000000000007,0.15249999999999922
Ridge regression,Sensitivity,S3 - S3,0.0,0.0,0.0
Ridge regression,Sensitivity,S3 - S4,-0.004000000000000003,-0.15250000000000002,0.2
Ridge regression,Sensitivity,S3 - S5,-0.008000000000000004,-0.20000000000000007,0.2
Ridge regression,Sensitivity,S4 - S1,-0.0059999999999999975,-0.15250000000000008,0.20000000000000007
Ridge regression,Sensitivity,S4 - S2,2.220446049250313e-18,-0.2,0.20000000000000007
Ridge regression,Sensitivity,S4 - S3,0.004000000000000003,-0.2,0.15249999999999916
Ridge regression,Sensitivity,S4 - S4,0.0,0.0,0.0
Ridge regression,Sensitivity,S4 - S5,-0.004000000000000003,-0.10000000000000003,0.09999999999999998
Ridge regression,Sensitivity,S5 - S1,-0.0019999999999999953,-0.15250000000000002,0.20000000000000007
